#Macrocell     #Threshold [V]
50          21667000.000000
51          21667332.000000
52          21667000.000000
53          21667000.000000
54          21667332.000000
55          21666666.000000
Total rate:          846
#Macrocell     #Threshold [V]
1          0.023714
2          0.023714
3          0.023714
4          0.023714
5          0.023714
6          0.023714
7          0.023714
8          0.023714
9          0.023714
10          0.023714
11          0.023714
12          0.023714
13          0.023714
14          0.023714
15          0.023714
16          0.023714
17          0.023714
18          0.023714
19          0.023714
20          0.023714
21          0.023714
22          0.023714
23          0.023714
24          0.023714
25          0.023714
26          0.023714
27          0.023714
28          0.023714
29          0.023714
30          0.023714
31          0.023714
32          0.023714
33          0.023714
34          0.023714
35          0.023714
36          0.023714
37          0.023714
38          0.023714
39          0.023714
40          0.023714
41          0.023714
42          0.023714
43          0.023714
44          0.023714
45          0.023714
46          0.023714
47          0.023714
48          0.023714
49          0.023714
50          0.023714
51          0.023714
52          0.023714
53          0.023714
54          0.023714
55          0.023714
#Macrocell     #Rates [Hz]
1          21667332.000000
2          21667332.000000
3          32500500.000000
4          32501500.000000
5          32500000.000000
6          32500000.000000
7          21667000.000000
8          32500500.000000
9          32500000.000000
10          32501000.000000
11          32500500.000000
12          32501500.000000
13          32500500.000000
14          32502000.000000
15          32501500.000000
16          32501000.000000
17          32500000.000000
18          32501000.000000
19          32501500.000000
20          32500000.000000
21          32500500.000000
22          32500000.000000
23          32501000.000000
24          32501500.000000
25          32500500.000000
26          32500500.000000
27          32501000.000000
28          32500000.000000
29          32501500.000000
30          32501000.000000
31          32500500.000000
32          32501000.000000
33          32502500.000000
34          32500500.000000
35          32500500.000000
36          32500500.000000
37          32501000.000000
38          32501000.000000
39          32500000.000000
40          32500000.000000
41          32500000.000000
42          32500500.000000
43          32501000.000000
44          32500000.000000
45          32500000.000000
46          32500500.000000
47          32501000.000000
48          32500000.000000
49          32500000.000000
50          32500500.000000
51          32500000.000000
52          21666666.000000
53          32500000.000000
54          32500000.000000
55          32500500.000000
Total rate:          376
#Macrocell     #Threshold [V]
1          0.028184
2          0.028184
3          0.028184
4          0.028184
5          0.028184
6          0.028184
7          0.028184
8          0.028184
9          0.028184
10          0.028184
11          0.028184
12          0.028184
13          0.028184
14          0.028184
15          0.028184
16          0.028184
17          0.028184
18          0.028184
19          0.028184
20          0.028184
21          0.028184
22          0.028184
23          0.028184
24          0.028184
25          0.028184
26          0.028184
27          0.028184
28          0.028184
29          0.028184
30          0.028184
31          0.028184
32          0.028184
33          0.028184
34          0.028184
35          0.028184
36          0.028184
37          0.028184
38          0.028184
39          0.028184
40          0.028184
41          0.028184
42          0.028184
43          0.028184
44          0.028184
45          0.028184
46          0.028184
47          0.028184
48          0.028184
49          0.028184
50          0.028184
51          0.028184
52          0.028184
53          0.028184
54          0.028184
55          0.028184
#Macrocell     #Rates [Hz]
1          21667000.000000
2          21667000.000000
3          21666666.000000
4          32500000.000000
5          32500500.000000
6          32500000.000000
7          21667000.000000
8          32501000.000000
9          32500500.000000
10          32500000.000000
11          32500000.000000
12          32500500.000000
13          32501000.000000
14          32500000.000000
15          32501000.000000
16          32500500.000000
17          32500500.000000
18          32500000.000000
19          32501000.000000
20          32500000.000000
21          0.000000
22          32501500.000000
23          32500500.000000
24          32500500.000000
25          32501000.000000
26          32500000.000000
27          32500500.000000
28          32500000.000000
29          32500000.000000
30          32501500.000000
31          32500500.000000
32          32500000.000000
33          32501000.000000
34          32501500.000000
35          32500000.000000
36          32500500.000000
37          32500500.000000
38          32500500.000000
39          32500500.000000
40          0.000000
41          32501000.000000
42          32501000.000000
43          32500500.000000
44          32500000.000000
45          32500500.000000
46          32501000.000000
47          32501000.000000
48          32501000.000000
49          32500500.000000
50          32500000.000000
51          32501000.000000
52          21667000.000000
53          32500500.000000
54          32500500.000000
55          32500500.000000
Total rate:          309
#Macrocell     #Threshold [V]
1          0.033497
2          0.033497
3          0.033497
4          0.033497
5          0.033497
6          0.033497
7          0.033497
8          0.033497
9          0.033497
10          0.033497
11          0.033497
12          0.033497
13          0.033497
14          0.033497
15          0.033497
16          0.033497
17          0.033497
18          0.033497
19          0.033497
20          0.033497
21          0.033497
22          0.033497
23          0.033497
24          0.033497
25          0.033497
26          0.033497
27          0.033497
28          0.033497
29          0.033497
30          0.033497
31          0.033497
32          0.033497
33          0.033497
34          0.033497
35          0.033497
36          0.033497
37          0.033497
38          0.033497
39          0.033497
40          0.033497
41          0.033497
42          0.033497
43          0.033497
44          0.033497
45          0.033497
46          0.033497
47          0.033497
48          0.033497
49          0.033497
50          0.033497
51          0.033497
52          0.033497
53          0.033497
54          0.033497
55          0.033497
#Macrocell     #Rates [Hz]
1          21667000.000000
2          21667000.000000
3          21667000.000000
4          32501000.000000
5          21666666.000000
6          21667332.000000
7          16250250.000000
8          32500500.000000
9          32500500.000000
10          32501000.000000
11          32500000.000000
12          32500500.000000
13          21666666.000000
14          32500000.000000
15          32500000.000000
16          32500000.000000
17          21666666.000000
18          21667666.000000
19          21666666.000000
20          32500000.000000
21          32500000.000000
22          32500000.000000
23          21666666.000000
24          32500000.000000
25          32500500.000000
26          32500500.000000
27          21667000.000000
28          21667666.000000
29          32500500.000000
30          32500500.000000
31          32500000.000000
32          32500000.000000
33          21666666.000000
34          32500500.000000
35          32500000.000000
36          32500000.000000
37          32501500.000000
38          21667332.000000
39          21666666.000000
40          21666666.000000
41          32500500.000000
42          21666666.000000
43          32501000.000000
44          21667332.000000
45          32500000.000000
46          21667332.000000
47          32501000.000000
48          32501000.000000
49          32500500.000000
50          21666666.000000
51          21667332.000000
52          21666666.000000
53          21666666.000000
54          21666666.000000
55          21667332.000000
Total rate:          357
#Macrocell     #Threshold [V]
1          0.039811
2          0.039811
3          0.039811
4          0.039811
5          0.039811
6          0.039811
7          0.039811
8          0.039811
9          0.039811
10          0.039811
11          0.039811
12          0.039811
13          0.039811
14          0.039811
15          0.039811
16          0.039811
17          0.039811
18          0.039811
19          0.039811
20          0.039811
21          0.039811
22          0.039811
23          0.039811
24          0.039811
25          0.039811
26          0.039811
27          0.039811
28          0.039811
29          0.039811
30          0.039811
31          0.039811
32          0.039811
33          0.039811
34          0.039811
35          0.039811
36          0.039811
37          0.039811
38          0.039811
39          0.039811
40          0.039811
41          0.039811
42          0.039811
43          0.039811
44          0.039811
45          0.039811
46          0.039811
47          0.039811
48          0.039811
49          0.039811
50          0.039811
51          0.039811
52          0.039811
53          0.039811
54          0.039811
55          0.039811
#Macrocell     #Rates [Hz]
1          13000200.000000
2          13000200.000000
3          16250250.000000
4          21666666.000000
5          16250500.000000
6          16250000.000000
7          13000200.000000
8          21667000.000000
9          21667000.000000
10          21666666.000000
11          21666666.000000
12          21666666.000000
13          21667000.000000
14          21667000.000000
15          21667332.000000
16          21667332.000000
17          21667332.000000
18          21667332.000000
19          21667332.000000
20          21667000.000000
21          21667666.000000
22          21667332.000000
23          21666666.000000
24          21666666.000000
25          21667000.000000
26          21667332.000000
27          21666666.000000
28          21667332.000000
29          21667000.000000
30          21667332.000000
31          21666666.000000
32          21666666.000000
33          21667000.000000
34          21666666.000000
35          21666666.000000
36          21667000.000000
37          21667332.000000
38          21667000.000000
39          21667000.000000
40          21667000.000000
41          21666666.000000
42          21667000.000000
43          21666666.000000
44          21667332.000000
45          21666666.000000
46          21667000.000000
47          21667666.000000
48          21667332.000000
49          21667000.000000
50          21667332.000000
51          21666666.000000
52          2147483648.000000
53          16250250.000000
54          21667000.000000
55          21667000.000000
Total rate:          955
#Macrocell     #Rates [Hz]
1          16250000.000000
2          16250000.000000
3          16250250.000000
4          32500000.000000
5          21667000.000000
6          0.000000
7          16250000.000000
8          32500500.000000
9          32501500.000000
10          32500500.000000
11          32500500.000000
12          32500500.000000
13          21666666.000000
14          32500000.000000
15          32500000.000000
16          32500000.000000
17          32501000.000000
18          21667332.000000
19          21667000.000000
20          32500500.000000
21          32500500.000000
22          32500000.000000
23          32500000.000000
24          32500500.000000
25          32501000.000000
26          32500000.000000
27          21667000.000000
28          21666666.000000
29          32501000.000000
30          32501000.000000
31          32500000.000000
32          32501500.000000
33          21667332.000000
34          32500500.000000
35          32501000.000000
36          32501000.000000
37          32501000.000000
38          32502000.000000
39          21666666.000000
40          21667000.000000
41          32500500.000000
42          21666666.000000
43          32500000.000000
44          21667000.000000
45          32501000.000000
46          21666666.000000
47          32500000.000000
48          32500000.000000
49          32501500.000000
50          21667332.000000
51          21667000.000000
52          21667332.000000
53          21666666.000000
54          21667332.000000
55          21667000.000000
Total rate:          998
#Macrocell     #Threshold [V]
1          0.047315
2          0.047315
3          0.047315
4          0.047315
5          0.047315
6          0.047315
7          0.047315
8          0.047315
9          0.047315
10          0.047315
11          0.047315
12          0.047315
13          0.047315
14          0.047315
15          0.047315
16          0.047315
17          0.047315
18          0.047315
19          0.047315
20          0.047315
21          0.047315
22          0.047315
23          0.047315
24          0.047315
25          0.047315
26          0.047315
27          0.047315
28          0.047315
29          0.047315
30          0.047315
31          0.047315
32          0.047315
33          0.047315
34          0.047315
35          0.047315
36          0.047315
37          0.047315
38          0.047315
39          0.047315
40          0.047315
41          0.047315
42          0.047315
43          0.047315
44          0.047315
45          0.047315
46          0.047315
47          0.047315
48          0.047315
49          0.047315
50          0.047315
51          0.047315
52          0.047315
53          0.047315
54          0.047315
55          0.047315
#Macrocell     #Rates [Hz]
1          10833333.000000
2          10833333.000000
3          13000000.000000
4          21666666.000000
5          16250250.000000
6          16250000.000000
7          10833333.000000
8          21666666.000000
9          21666666.000000
10          21667000.000000
11          21667000.000000
12          21667000.000000
13          16250500.000000
14          21667000.000000
15          21667332.000000
16          21667332.000000
17          21666666.000000
18          16250000.000000
19          21667000.000000
20          21666666.000000
21          32500500.000000
22          21667000.000000
23          21666666.000000
24          21667332.000000
25          21666666.000000
26          21666666.000000
27          21667000.000000
28          16250000.000000
29          21666666.000000
30          21667000.000000
31          21666666.000000
32          21667332.000000
33          16250250.000000
34          21666666.000000
35          21667000.000000
36          21667332.000000
37          21667000.000000
38          21666666.000000
39          16250000.000000
40          16250250.000000
41          21667666.000000
42          16250000.000000
43          21666666.000000
44          21667000.000000
45          21667332.000000
46          21666666.000000
47          21667332.000000
48          21666666.000000
49          21667666.000000
50          21666666.000000
51          21667000.000000
52          13000200.000000
53          16250000.000000
54          21667332.000000
55          16250250.000000
Total rate:          4541
#Macrocell     #Threshold [V]
1          0.056234
2          0.056234
3          0.056234
4          0.056234
5          0.056234
6          0.056234
7          0.056234
8          0.056234
9          0.056234
10          0.056234
11          0.056234
12          0.056234
13          0.056234
14          0.056234
15          0.056234
16          0.056234
17          0.056234
18          0.056234
19          0.056234
20          0.056234
21          0.056234
22          0.056234
23          0.056234
24          0.056234
25          0.056234
26          0.056234
27          0.056234
28          0.056234
29          0.056234
30          0.056234
31          0.056234
32          0.056234
33          0.056234
34          0.056234
35          0.056234
36          0.056234
37          0.056234
38          0.056234
39          0.056234
40          0.056234
41          0.056234
42          0.056234
43          0.056234
44          0.056234
45          0.056234
46          0.056234
47          0.056234
48          0.056234
49          0.056234
50          0.056234
51          0.056234
52          0.056234
53          0.056234
54          0.056234
55          0.056234
#Macrocell     #Rates [Hz]
1          7222222.000000
2          7222222.000000
3          7222222.000000
4          16250000.000000
5          10833500.000000
6          13000000.000000
7          8125125.000000
8          21666666.000000
9          21667332.000000
10          21667666.000000
11          16250500.000000
12          16250000.000000
13          13000000.000000
14          16250000.000000
15          21667332.000000
16          21667000.000000
17          16250000.000000
18          13000000.000000
19          16250500.000000
20          21667332.000000
21          0.000000
22          21667000.000000
23          16250000.000000
24          21667000.000000
25          16250500.000000
26          16250500.000000
27          13000200.000000
28          13000000.000000
29          21667332.000000
30          21667000.000000
31          21666666.000000
32          21667000.000000
33          13000000.000000
34          21666666.000000
35          16250500.000000
36          21667332.000000
37          16250000.000000
38          16250000.000000
39          16250000.000000
40          16250000.000000
41          16250000.000000
42          13000200.000000
43          21667000.000000
44          16250250.000000
45          21667000.000000
46          16250000.000000
47          21666666.000000
48          16250000.000000
49          21666666.000000
50          16250250.000000
51          16250250.000000
52          10833333.000000
53          13000000.000000
54          16250500.000000
55          13000000.000000
Total rate:          50860
#Macrocell     #Threshold [V]
1          0.066834
2          0.066834
3          0.066834
4          0.066834
5          0.066834
6          0.066834
7          0.066834
8          0.066834
9          0.066834
10          0.066834
11          0.066834
12          0.066834
13          0.066834
14          0.066834
15          0.066834
16          0.066834
17          0.066834
18          0.066834
19          0.066834
20          0.066834
21          0.066834
22          0.066834
23          0.066834
24          0.066834
25          0.066834
26          0.066834
27          0.066834
28          0.066834
29          0.066834
30          0.066834
31          0.066834
32          0.066834
33          0.066834
34          0.066834
35          0.066834
36          0.066834
37          0.066834
38          0.066834
39          0.066834
40          0.066834
41          0.066834
42          0.066834
43          0.066834
44          0.066834
45          0.066834
46          0.066834
47          0.066834
48          0.066834
49          0.066834
50          0.066834
51          0.066834
52          0.066834
53          0.066834
54          0.066834
55          0.066834
#Macrocell     #Rates [Hz]
1          4333333.000000
2          4333333.000000
3          4642928.000000
4          16250500.000000
5          2147483648.000000
6          9285714.000000
7          5416666.000000
8          16250000.000000
9          0.000000
10          21666666.000000
11          13000000.000000
12          13000000.000000
13          10833333.000000
14          13000000.000000
15          21667000.000000
16          16250500.000000
17          13000400.000000
18          10833333.000000
19          13000000.000000
20          0.000000
21          32501000.000000
22          16250000.000000
23          13000000.000000
24          21667666.000000
25          16250750.000000
26          13000000.000000
27          10833500.000000
28          10833333.000000
29          16250500.000000
30          2147483648.000000
31          16250000.000000
32          21666666.000000
33          10833333.000000
34          21666666.000000
35          16250000.000000
36          21666666.000000
37          16250000.000000
38          13000200.000000
39          13000000.000000
40          13000000.000000
41          16250000.000000
42          9285857.000000
43          16250250.000000
44          13000000.000000
45          16250000.000000
46          13000000.000000
47          21666666.000000
48          16250250.000000
49          16250500.000000
50          13000000.000000
51          13000000.000000
52          7222333.000000
53          9285714.000000
54          13000200.000000
55          8125000.000000
Total rate:          389221
#Macrocell     #Threshold [V]
1          0.079433
2          0.079433
3          0.079433
4          0.079433
5          0.079433
6          0.079433
7          0.079433
8          0.079433
9          0.079433
10          0.079433
11          0.079433
12          0.079433
13          0.079433
14          0.079433
15          0.079433
16          0.079433
17          0.079433
18          0.079433
19          0.079433
20          0.079433
21          0.079433
22          0.079433
23          0.079433
24          0.079433
25          0.079433
26          0.079433
27          0.079433
28          0.079433
29          0.079433
30          0.079433
31          0.079433
32          0.079433
33          0.079433
34          0.079433
35          0.079433
36          0.079433
37          0.079433
38          0.079433
39          0.079433
40          0.079433
41          0.079433
42          0.079433
43          0.079433
44          0.079433
45          0.079433
46          0.079433
47          0.079433
48          0.079433
49          0.079433
50          0.079433
51          0.079433
52          0.079433
53          0.079433
54          0.079433
55          0.079433
#Macrocell     #Rates [Hz]
1          1969696.000000
2          1969696.000000
3          2096774.000000
4          9285857.000000
5          4642857.000000
6          5000000.000000
7          2600000.000000
8          10833500.000000
9          10833500.000000
10          16250750.000000
11          8125000.000000
12          6500000.000000
13          5909090.000000
14          7222222.000000
15          13000000.000000
16          10833333.000000
17          8125000.000000
18          5909090.000000
19          7222222.000000
20          10833333.000000
21          16250000.000000
22          9285714.000000
23          7222222.000000
24          16250000.000000
25          9285857.000000
26          8125000.000000
27          5909090.000000
28          5909090.000000
29          10833666.000000
30          10833333.000000
31          10833333.000000
32          13000000.000000
33          5909090.000000
34          13000000.000000
35          9285714.000000
36          13000200.000000
37          9285857.000000
38          8125000.000000
39          7222222.000000
40          6500000.000000
41          9285857.000000
42          5416666.000000
43          10833333.000000
44          6500000.000000
45          10833666.000000
46          7222222.000000
47          13000000.000000
48          9285857.000000
49          10833333.000000
50          8125000.000000
51          8125000.000000
52          3611111.000000
53          4642928.000000
54          7222222.000000
55          4333333.000000
Total rate:          2826086
#Macrocell     #Rates [Hz]
1          1969696.000000
2          1969696.000000
3          2096774.000000
4          9285714.000000
5          4642857.000000
6          4642857.000000
7          2600000.000000
8          10833333.000000
9          10833500.000000
10          16250500.000000
11          8125125.000000
12          6500000.000000
13          5909090.000000
14          7222222.000000
15          13000000.000000
16          10833333.000000
17          8125125.000000
18          5909181.000000
19          7222222.000000
20          10833500.000000
21          16250000.000000
22          9285714.000000
23          7222222.000000
24          16250250.000000
25          9286000.000000
26          8125000.000000
27          5909090.000000
28          5909090.000000
29          10833333.000000
30          10833333.000000
31          9285714.000000
32          10833333.000000
33          5909090.000000
34          13000000.000000
35          9285714.000000
36          10833333.000000
37          9285857.000000
38          8125000.000000
39          7222222.000000
40          6500000.000000
41          9285857.000000
42          5000000.000000
43          10833500.000000
44          6500000.000000
45          10833500.000000
46          7222333.000000
47          10833500.000000
48          9285714.000000
49          10833333.000000
50          8125125.000000
51          8125000.000000
52          3611111.000000
53          4642857.000000
54          6500000.000000
55          4333333.000000
Total rate:          2826086
#Macrocell     #Threshold [V]
1          0.094406
2          0.094406
3          0.094406
4          0.094406
5          0.094406
6          0.094406
7          0.094406
8          0.094406
9          0.094406
10          0.094406
11          0.094406
12          0.094406
13          0.094406
14          0.094406
15          0.094406
16          0.094406
17          0.094406
18          0.094406
19          0.094406
20          0.094406
21          0.094406
22          0.094406
23          0.094406
24          0.094406
25          0.094406
26          0.094406
27          0.094406
28          0.094406
29          0.094406
30          0.094406
31          0.094406
32          0.094406
33          0.094406
34          0.094406
35          0.094406
36          0.094406
37          0.094406
38          0.094406
39          0.094406
40          0.094406
41          0.094406
42          0.094406
43          0.094406
44          0.094406
45          0.094406
46          0.094406
47          0.094406
48          0.094406
49          0.094406
50          0.094406
51          0.094406
52          0.094406
53          0.094406
54          0.094406
55          0.094406
#Macrocell     #Rates [Hz]
1          738636.000000
2          738636.000000
3          773809.000000
